",""IdLandkreis"",""Altersgruppe"",""Geschlecht"",""Meldedatum"",""Refdatum"",""IstErkrankungsbeginn"",""NeuerFall"",""NeuerTodesfall"",""NeuGenesen"",""AnzahlFall"",""AnzahlTodesfall"",""AnzahlGenesen"""
"18436,9162,""A60-A79"",""W"",2022-03-03,2022-02-27,1,0,-9,0,2,0,2"
"18437,9162,""A35-A59"",""W"",2022-03-02,2022-02-27,1,0,-9,0,64,0,64"
"18438,9162,""A35-A59"",""W"",2022-03-06,2022-02-27,1,0,-9,0,2,0,2"
"18439,9162,""A15-A34"",""W"",2022-03-03,2022-02-27,1,0,-9,0,28,0,28"
"18440,9162,""A00-A04"",""W"",2022-03-10,2022-02-27,1,0,-9,0,1,0,1"
"18441,9162,""A60-A79"",""W"",2022-03-01,2022-02-27,1,0,-9,0,3,0,3"
"18442,9162,""A00-A04"",""W"",2022-03-03,2022-02-27,1,0,-9,0,1,0,1"
"18443,9162,""A60-A79"",""W"",2022-03-07,2022-02-27,1,0,-9,0,1,0,1"
"18444,9162,""A15-A34"",""W"",2022-03-05,2022-02-27,1,0,-9,0,3,0,3"
"18445,9162,""A35-A59"",""W"",2022-03-30,2022-02-27,1,0,-9,0,1,0,1"
"18446,9162,""A35-A59"",""W"",2022-02-27,2022-02-27,1,0,-9,0,1,0,1"
"18447,9162,""A35-A59"",""W"",2022-03-03,2022-02-27,1,0,-9,0,22,0,22"
"18448,9162,""A05-A14"",""W"",2022-03-03,2022-02-27,1,0,-9,0,7,0,7"
"18449,9162,""A35-A59"",""W"",2022-03-01,2022-02-27,1,0,-9,0,43,0,43"
"18450,9162,""A35-A59"",""W"",2022-02-01,2022-02-27,1,0,-9,0,1,0,1"
"18451,9162,""A15-A34"",""W"",2022-02-26,2022-02-27,1,0,-9,0,1,0,1"
"18452,9162,""A15-A34"",""W"",2022-03-02,2022-02-27,1,0,-9,0,62,0,62"
"18453,9162,""A15-A34"",""W"",2022-03-30,2022-02-27,1,0,-9,0,1,0,1"
"18454,9162,""A05-A14"",""W"",2022-03-02,2022-02-27,1,0,-9,0,11,0,11"
"18455,9162,""A15-A34"",""W"",2022-02-23,2022-02-27,1,0,-9,0,1,0,1"
"18456,9162,""A15-A34"",""W"",2022-03-07,2022-02-27,1,0,-9,0,1,0,1"
"18457,9162,""A60-A79"",""W"",2022-03-04,2022-02-27,1,0,-9,0,1,0,1"
"18458,9162,""A15-A34"",""W"",2022-03-01,2022-02-27,1,0,-9,0,39,0,39"
"18459,9162,""A15-A34"",""W"",2022-03-04,2022-02-27,1,0,-9,0,6,0,6"
"18460,9162,""A05-A14"",""W"",2022-03-05,2022-02-27,1,0,-9,0,1,0,1"
"18461,9162,""A00-A04"",""W"",2022-03-08,2022-02-27,1,0,-9,0,1,0,1"
"18462,9162,""A00-A04"",""W"",2022-03-04,2022-02-27,1,0,-9,0,1,0,1"
"18463,9162,""A15-A34"",""W"",2022-03-13,2022-02-27,1,0,-9,0,1,0,1"
"18464,9162,""A35-A59"",""W"",2022-02-28,2022-02-27,1,0,-9,0,23,0,23"
"18465,9162,""A60-A79"",""W"",2022-03-02,2022-02-27,1,0,-9,0,8,0,8"
"18466,9162,""A15-A34"",""W"",2022-02-27,2022-02-27,1,0,-9,0,2,0,2"
"18467,9162,""A15-A34"",""W"",2022-03-09,2022-02-27,1,0,-9,0,2,0,2"
"18468,9162,""A80+"",""W"",2022-02-28,2022-02-27,1,0,-9,0,1,0,1"
"18469,9162,""A00-A04"",""W"",2022-02-28,2022-02-27,1,0,-9,0,4,0,4"
"18470,9162,""A60-A79"",""W"",2022-02-28,2022-02-27,1,0,-9,0,3,0,3"
"18471,9162,""A15-A34"",""W"",2022-02-28,2022-02-28,0,0,-9,0,305,0,305"
"18472,9162,""A35-A59"",""W"",2022-02-28,2022-02-28,0,0,-9,0,304,0,304"
"18473,9162,""A05-A14"",""W"",2022-02-28,2022-02-28,0,0,-9,0,93,0,93"
"18474,9162,""A00-A04"",""W"",2022-02-28,2022-02-28,0,0,-9,0,27,0,27"
"18475,9162,""A80+"",""W"",2022-02-28,2022-02-28,0,0,-9,0,24,0,24"
"18476,9162,""A60-A79"",""W"",2022-02-28,2022-02-28,0,0,-9,0,60,0,60"
"18477,9162,""A00-A04"",""W"",2022-03-01,2022-02-28,1,0,-9,0,3,0,3"
"18478,9162,""A05-A14"",""W"",2022-03-07,2022-02-28,1,0,-9,0,3,0,3"
"18479,9162,""A35-A59"",""W"",2022-03-01,2022-02-28,1,0,-9,0,17,0,17"
"18480,9162,""A35-A59"",""W"",2022-02-14,2022-02-28,1,0,-9,0,1,0,1"
"18481,9162,""A15-A34"",""W"",2022-03-02,2022-02-28,1,0,-9,0,106,0,106"
"18482,9162,""A80+"",""W"",2022-03-02,2022-02-28,1,0,-9,0,1,0,1"
"18483,9162,""A35-A59"",""W"",2022-02-22,2022-02-28,1,0,-9,0,1,0,1"
"18484,9162,""A05-A14"",""W"",2022-03-08,2022-02-28,1,0,-9,0,1,0,1"
"18485,9162,""A15-A34"",""W"",2022-02-28,2022-02-28,1,0,-9,0,7,0,7"
"18486,9162,""A35-A59"",""W"",2022-03-04,2022-02-28,1,0,-9,0,24,0,24"
"18487,9162,""A05-A14"",""W"",2022-03-04,2022-02-28,1,0,-9,0,3,0,3"
"18488,9162,""A15-A34"",""W"",2022-02-27,2022-02-28,1,0,-9,0,1,0,1"
"18489,9162,""A00-A04"",""W"",2022-03-03,2022-02-28,1,0,-9,0,2,0,2"
"18490,9162,""A35-A59"",""W"",2022-03-10,2022-02-28,1,0,-9,0,1,0,1"
"18491,9162,""A00-A04"",""W"",2022-03-02,2022-02-28,1,0,-9,0,4,0,4"
"18492,9162,""A35-A59"",""W"",2022-03-08,2022-02-28,1,0,-9,0,1,0,1"
"18493,9162,""A35-A59"",""W"",2022-02-27,2022-02-28,1,0,-9,0,1,0,1"
"18494,9162,""A05-A14"",""W"",2022-03-20,2022-02-28,1,0,-9,0,1,0,1"
"18495,9162,""A05-A14"",""W"",2022-03-01,2022-02-28,1,0,-9,0,2,0,2"
"18496,9162,""A00-A04"",""W"",2022-02-28,2022-02-28,1,0,-9,0,1,0,1"
"18497,9162,""A35-A59"",""W"",2022-03-05,2022-02-28,1,0,-9,0,4,0,4"
"18498,9162,""A35-A59"",""W"",2022-03-09,2022-02-28,1,0,-9,0,3,0,3"
"18499,9162,""A15-A34"",""W"",2022-03-07,2022-02-28,1,0,-9,0,2,0,2"
"18500,9162,""A60-A79"",""W"",2022-03-01,2022-02-28,1,0,-9,0,2,0,2"
"18501,9162,""A05-A14"",""W"",2022-03-05,2022-02-28,1,0,-9,0,4,0,4"
"18502,9162,""A05-A14"",""W"",2022-01-18,2022-02-28,1,0,-9,0,1,0,1"
"18503,9162,""A35-A59"",""W"",2022-03-06,2022-02-28,1,0,-9,0,2,0,2"
"18504,9162,""A35-A59"",""W"",2022-03-02,2022-02-28,1,0,-9,0,65,0,65"
"18505,9162,""A35-A59"",""W"",2022-02-28,2022-02-28,1,0,-9,0,10,0,10"
"18506,9162,""A15-A34"",""W"",2022-03-01,2022-02-28,1,0,-9,0,29,0,29"
"18507,9162,""A35-A59"",""W"",2022-02-15,2022-02-28,1,0,-9,0,1,0,1"
"18508,9162,""A60-A79"",""W"",2022-02-28,2022-02-28,1,0,-9,0,2,0,2"
"18509,9162,""A35-A59"",""W"",2022-03-07,2022-02-28,1,0,-9,0,1,0,1"
"18510,9162,""A60-A79"",""W"",2022-03-05,2022-02-28,1,0,-9,0,1,0,1"
"18511,9162,""A60-A79"",""W"",2022-03-02,2022-02-28,1,0,-9,0,9,0,9"
"18512,9162,""A15-A34"",""W"",2022-03-03,2022-02-28,1,0,-9,0,45,0,45"
"18513,9162,""A15-A34"",""W"",2022-03-08,2022-02-28,1,0,-9,0,5,0,5"
"18514,9162,""A05-A14"",""W"",2022-03-02,2022-02-28,1,0,-9,0,10,0,10"
"18515,9162,""A05-A14"",""W"",2022-03-03,2022-02-28,1,0,-9,0,4,0,4"
"18516,9162,""A15-A34"",""W"",2022-02-25,2022-02-28,1,0,-9,0,1,0,1"
"18517,9162,""A35-A59"",""W"",2022-03-03,2022-02-28,1,0,-9,0,31,0,31"
"18518,9162,""A15-A34"",""W"",2022-03-04,2022-02-28,1,0,-9,0,28,0,28"
"18519,9162,""A60-A79"",""W"",2022-03-04,2022-02-28,1,0,-9,0,2,0,2"
"18520,9162,""A60-A79"",""W"",2022-03-03,2022-02-28,1,0,-9,0,9,0,9"
"18521,9162,""A15-A34"",""W"",2022-03-06,2022-02-28,1,0,-9,0,10,0,10"
"18522,9162,""A05-A14"",""W"",2022-03-06,2022-02-28,1,0,-9,0,1,0,1"
"18523,9162,""A15-A34"",""W"",2022-03-05,2022-02-28,1,0,-9,0,6,0,6"
"18524,9162,""A80+"",""W"",2022-03-01,2022-02-28,1,0,-9,0,1,0,1"
"18525,9162,""A80+"",""W"",2022-03-01,2022-03-01,0,0,-9,0,22,0,22"
"18526,9162,""A60-A79"",""W"",2022-03-01,2022-03-01,0,0,-9,0,63,0,63"
"18527,9162,""A35-A59"",""W"",2022-03-01,2022-03-01,0,0,-9,0,259,0,259"
"18528,9162,""A15-A34"",""W"",2022-03-01,2022-03-01,0,0,-9,0,243,0,243"
"18529,9162,""A05-A14"",""W"",2022-03-01,2022-03-01,0,0,-9,0,54,0,54"
"18530,9162,""A00-A04"",""W"",2022-03-01,2022-03-01,0,0,-9,0,24,0,24"
"18531,9162,""A15-A34"",""W"",2022-03-01,2022-03-01,1,0,-9,0,5,0,5"
"18532,9162,""A35-A59"",""W"",2022-03-10,2022-03-01,1,0,-9,0,1,0,1"
"18533,9162,""A05-A14"",""W"",2022-03-05,2022-03-01,1,0,-9,0,3,0,3"
"18534,9162,""A05-A14"",""W"",2022-03-04,2022-03-01,1,0,-9,0,9,0,9"
"18535,9162,""A05-A14"",""W"",2022-03-07,2022-03-01,1,0,-9,0,2,0,2"
"18536,9162,""A35-A59"",""W"",2022-02-16,2022-03-01,1,0,-9,0,1,0,1"
"18537,9162,""A05-A14"",""W"",2022-03-06,2022-03-01,1,0,-9,0,2,0,2"
"18538,9162,""A35-A59"",""W"",2022-03-05,2022-03-01,1,0,-9,0,10,0,10"
"18539,9162,""A15-A34"",""W"",2022-03-31,2022-03-01,1,0,-9,0,1,0,1"
"18540,9162,""A15-A34"",""W"",2022-03-07,2022-03-01,1,0,-9,0,11,0,11"
"18541,9162,""A00-A04"",""W"",2022-03-06,2022-03-01,1,0,-9,0,1,0,1"
"18542,9162,""A35-A59"",""W"",2022-03-06,2022-03-01,1,0,-9,0,21,0,21"
"18543,9162,""A35-A59"",""W"",2022-03-11,2022-03-01,1,0,-9,0,1,0,1"
"18544,9162,""A00-A04"",""W"",2022-03-09,2022-03-01,1,0,-9,0,1,0,1"
"18545,9162,""A35-A59"",""W"",2022-03-13,2022-03-01,1,0,-9,0,1,0,1"
"18546,9162,""A15-A34"",""W"",2022-03-02,2022-03-01,1,0,-9,0,58,0,58"
"18547,9162,""A15-A34"",""W"",2022-03-08,2022-03-01,1,0,-9,0,3,0,3"
"18548,9162,""A15-A34"",""W"",2022-03-09,2022-03-01,1,0,-9,0,3,0,3"
"18549,9162,""A15-A34"",""W"",2022-03-04,2022-03-01,1,0,-9,0,58,0,58"
"18550,9162,""A15-A34"",""W"",2022-03-05,2022-03-01,1,0,-9,0,17,0,17"
"18551,9162,""A15-A34"",""W"",2022-02-24,2022-03-01,1,0,-9,0,1,0,1"
"18552,9162,""A35-A59"",""W"",2022-03-15,2022-03-01,1,0,-9,0,2,0,2"
"18553,9162,""A60-A79"",""W"",2022-03-04,2022-03-01,1,0,-9,0,5,0,5"
"18554,9162,""A80+"",""W"",2022-03-03,2022-03-01,1,0,-9,0,1,0,1"
"18555,9162,""A35-A59"",""W"",2022-03-07,2022-03-01,1,0,-9,0,11,0,11"
"18556,9162,""A15-A34"",""W"",2022-03-06,2022-03-01,1,0,-9,0,19,0,19"
"18557,9162,""A35-A59"",""W"",2022-02-23,2022-03-01,1,0,-9,0,1,0,1"
"18558,9162,""A15-A34"",""W"",2022-03-11,2022-03-01,1,0,-9,0,1,0,1"
"18559,9162,""A60-A79"",""W"",2022-03-05,2022-03-01,1,0,-9,0,1,0,1"
"18560,9162,""A00-A04"",""W"",2022-03-02,2022-03-01,1,0,-9,0,2,0,2"
"18561,9162,""A35-A59"",""W"",2022-03-04,2022-03-01,1,0,-9,0,45,0,45"
"18562,9162,""A15-A34"",""W"",2022-02-28,2022-03-01,1,0,-9,0,3,0,3"
"18563,9162,""A15-A34"",""W"",2022-03-10,2022-03-01,1,0,-9,0,1,0,1"
"18564,9162,""A05-A14"",""W"",2022-03-03,2022-03-01,1,0,-9,0,9,0,9"
"18565,9162,""A15-A34"",""W"",2022-01-11,2022-03-01,1,0,-9,0,1,0,1"
"18566,9162,""A35-A59"",""W"",2022-02-28,2022-03-01,1,0,-9,0,1,0,1"
"18567,9162,""A05-A14"",""W"",2022-03-08,2022-03-01,1,0,-9,0,1,0,1"
"18568,9162,""A05-A14"",""W"",2022-03-09,2022-03-01,1,0,-9,0,1,0,1"
"18569,9162,""A60-A79"",""W"",2022-03-06,2022-03-01,1,0,-9,0,2,0,2"
"18570,9162,""A35-A59"",""W"",2022-03-01,2022-03-01,1,0,-9,0,6,0,6"
"18571,9162,""A35-A59"",""W"",2022-03-08,2022-03-01,1,0,-9,0,7,0,7"
"18572,9162,""A00-A04"",""W"",2022-03-03,2022-03-01,1,0,-9,0,1,0,1"
"18573,9162,""A80+"",""W"",2022-03-04,2022-03-01,1,0,-9,0,1,0,1"
"18574,9162,""A35-A59"",""W"",2022-03-03,2022-03-01,1,0,-9,0,60,0,60"
"18575,9162,""A60-A79"",""W"",2022-03-03,2022-03-01,1,0,-9,0,9,0,9"
"18576,9162,""A05-A14"",""W"",2022-03-02,2022-03-01,1,0,-9,0,6,0,6"
"18577,9162,""A15-A34"",""W"",2022-03-03,2022-03-01,1,0,-9,0,93,0,93"
"18578,9162,""A05-A14"",""W"",2022-01-20,2022-03-01,1,0,-9,0,1,0,1"
"18579,9162,""A35-A59"",""W"",2022-03-02,2022-03-01,1,0,-9,0,34,0,34"
"18580,9162,""A00-A04"",""W"",2022-03-04,2022-03-01,1,0,-9,0,2,0,2"
"18581,9162,""A60-A79"",""W"",2022-03-02,2022-03-01,1,0,-9,0,7,0,7"
"18582,9162,""A35-A59"",""W"",2022-03-09,2022-03-01,1,0,-9,0,4,0,4"
"18583,9162,""A05-A14"",""W"",2022-03-02,2022-03-02,0,0,-9,0,120,0,120"
"18584,9162,""A35-A59"",""W"",2022-03-02,2022-03-02,0,0,-9,0,476,0,476"
"18585,9162,""A00-A04"",""W"",2022-03-02,2022-03-02,0,0,-9,0,45,0,45"
"18586,9162,""A15-A34"",""W"",2022-03-02,2022-03-02,0,0,-9,0,645,0,645"
"18587,9162,""A60-A79"",""W"",2022-03-02,2022-03-02,0,0,-9,0,128,0,128"
"18588,9162,""A80+"",""W"",2022-03-02,2022-03-02,0,0,-9,0,44,0,44"
"18589,9162,""A80+"",""W"",2022-03-02,2022-03-02,0,0,0,-9,1,1,0"
"18590,9162,""A15-A34"",""W"",2022-03-03,2022-03-02,1,0,-9,0,48,0,48"
"18591,9162,""A15-A34"",""W"",2022-03-09,2022-03-02,1,0,-9,0,3,0,3"
"18592,9162,""A35-A59"",""W"",2022-03-03,2022-03-02,1,0,-9,0,46,0,46"
"18593,9162,""A35-A59"",""W"",2022-03-09,2022-03-02,1,0,-9,0,10,0,10"
"18594,9162,""A35-A59"",""W"",2022-03-10,2022-03-02,1,0,-9,0,6,0,6"
"18595,9162,""A15-A34"",""W"",2022-02-02,2022-03-02,1,0,-9,0,1,0,1"
"18596,9162,""A35-A59"",""W"",2022-03-11,2022-03-02,1,0,-9,0,1,0,1"
"18597,9162,""A60-A79"",""W"",2022-03-05,2022-03-02,1,0,-9,0,5,0,5"
"18598,9162,""A05-A14"",""W"",2022-03-06,2022-03-02,1,0,-9,0,4,0,4"
"18599,9162,""A05-A14"",""W"",2022-03-08,2022-03-02,1,0,-9,0,4,0,4"
"18600,9162,""A05-A14"",""W"",2022-03-04,2022-03-02,1,0,-9,0,9,0,9"
"18601,9162,""A00-A04"",""W"",2022-03-06,2022-03-02,1,0,-9,0,4,0,4"
"18602,9162,""A60-A79"",""W"",2022-03-04,2022-03-02,1,0,-9,0,2,0,2"
"18603,9162,""A35-A59"",""W"",2022-03-06,2022-03-02,1,0,-9,0,28,0,28"
"18604,9162,""A15-A34"",""W"",2022-03-02,2022-03-02,1,0,-9,0,16,0,16"
"18605,9162,""A35-A59"",""W"",2022-03-15,2022-03-02,1,0,-9,0,1,0,1"
"18606,9162,""A05-A14"",""W"",2022-03-05,2022-03-02,1,0,-9,0,9,0,9"
"18607,9162,""A15-A34"",""W"",2022-03-05,2022-03-02,1,0,-9,0,33,0,33"
"18608,9162,""A05-A14"",""W"",2022-03-03,2022-03-02,1,0,-9,0,9,0,9"
"18609,9162,""A00-A04"",""W"",2022-03-02,2022-03-02,1,0,-9,0,1,0,1"
"18610,9162,""A60-A79"",""W"",2022-03-11,2022-03-02,1,0,-9,0,1,0,1"
"18611,9162,""A35-A59"",""W"",2022-03-04,2022-03-02,1,0,-9,0,60,0,60"
"18612,9162,""A80+"",""W"",2022-03-04,2022-03-02,1,0,-9,0,1,0,1"
"18613,9162,""A15-A34"",""W"",2022-03-11,2022-03-02,1,0,-9,0,1,0,1"
"18614,9162,""A35-A59"",""W"",2022-02-11,2022-03-02,1,0,-9,0,1,0,1"
"18615,9162,""A35-A59"",""W"",2022-03-07,2022-03-02,1,0,-9,0,25,0,25"
"18616,9162,""A15-A34"",""W"",2022-03-07,2022-03-02,1,0,-9,0,16,0,16"
"18617,9162,""A60-A79"",""W"",2022-03-03,2022-03-02,1,0,-9,0,9,0,9"
"18618,9162,""A05-A14"",""W"",2022-03-07,2022-03-02,1,0,-9,0,5,0,5"
"18619,9162,""A05-A14"",""W"",2022-03-10,2022-03-02,1,0,-9,0,1,0,1"
"18620,9162,""A60-A79"",""W"",2022-03-07,2022-03-02,1,0,-9,0,4,0,4"
"18621,9162,""A00-A04"",""W"",2022-03-07,2022-03-02,1,0,-9,0,1,0,1"
"18622,9162,""A15-A34"",""W"",2022-03-10,2022-03-02,1,0,-9,0,3,0,3"
"18623,9162,""A35-A59"",""W"",2022-03-08,2022-03-02,1,0,-9,0,15,0,15"
"18624,9162,""A15-A34"",""W"",2022-03-08,2022-03-02,1,0,-9,0,8,0,8"
"18625,9162,""A60-A79"",""W"",2022-03-13,2022-03-02,1,0,-9,0,1,0,1"
"18626,9162,""A35-A59"",""W"",2022-03-13,2022-03-02,1,0,-9,0,1,0,1"
"18627,9162,""A35-A59"",""W"",2022-03-01,2022-03-02,1,0,-9,0,1,0,1"
"18628,9162,""A00-A04"",""W"",2022-03-05,2022-03-02,1,0,-9,0,1,0,1"
"18629,9162,""A35-A59"",""W"",2022-03-02,2022-03-02,1,0,-9,0,9,0,9"
"18630,9162,""A00-A04"",""W"",2022-03-04,2022-03-02,1,0,-9,0,2,0,2"
"18631,9162,""A15-A34"",""W"",2022-02-11,2022-03-02,1,0,-9,0,1,0,1"
"18632,9162,""A05-A14"",""W"",2022-03-14,2022-03-02,1,0,-9,0,1,0,1"
"18633,9162,""A60-A79"",""W"",2022-03-06,2022-03-02,1,0,-9,0,3,0,3"
"18634,9162,""A15-A34"",""W"",2022-03-04,2022-03-02,1,0,-9,0,49,0,49"
"18635,9162,""A35-A59"",""W"",2022-03-05,2022-03-02,1,0,-9,0,22,0,22"
"18636,9162,""A15-A34"",""W"",2022-03-06,2022-03-02,1,0,-9,0,36,0,36"
"18637,9162,""A80+"",""W"",2022-03-03,2022-03-03,0,0,-9,0,26,0,26"
"18638,9162,""A60-A79"",""W"",2022-03-03,2022-03-03,0,0,-9,0,87,0,87"
"18639,9162,""A05-A14"",""W"",2022-03-03,2022-03-03,0,0,-9,0,116,0,116"
"18640,9162,""A35-A59"",""W"",2022-03-03,2022-03-03,0,0,-9,0,426,0,426"
"18641,9162,""A15-A34"",""W"",2022-03-03,2022-03-03,0,0,-9,0,508,0,508"
"18642,9162,""A00-A04"",""W"",2022-03-03,2022-03-03,0,0,-9,0,45,0,45"
"18643,9162,""A60-A79"",""W"",2022-03-04,2022-03-03,1,0,-9,0,3,0,3"
"18644,9162,""A05-A14"",""W"",2022-03-26,2022-03-03,1,0,-9,0,1,0,1"
"18645,9162,""A35-A59"",""W"",2022-03-06,2022-03-03,1,0,-9,0,51,0,51"
"18646,9162,""A15-A34"",""W"",2022-03-03,2022-03-03,1,0,-9,0,4,0,4"
"18647,9162,""A15-A34"",""W"",2022-03-02,2022-03-03,1,0,-9,0,3,0,3"
"18648,9162,""A80+"",""W"",2022-03-07,2022-03-03,1,0,-9,0,1,0,1"
"18649,9162,""A60-A79"",""W"",2022-03-07,2022-03-03,1,0,-9,0,3,0,3"
"18650,9162,""A15-A34"",""W"",2022-02-26,2022-03-03,1,0,-9,0,1,0,1"
"18651,9162,""A15-A34"",""W"",2022-02-21,2022-03-03,1,0,-9,0,1,0,1"
"18652,9162,""A35-A59"",""W"",2022-03-08,2022-03-03,1,0,-9,0,33,0,33"
"18653,9162,""A05-A14"",""W"",2022-03-09,2022-03-03,1,0,-9,0,3,0,3"
"18654,9162,""A35-A59"",""W"",2022-03-09,2022-03-03,1,0,-9,0,12,0,12"
"18655,9162,""A15-A34"",""W"",2022-03-06,2022-03-03,1,0,-9,0,44,0,44"
"18656,9162,""A15-A34"",""W"",2022-03-04,2022-03-03,1,0,-9,0,31,0,31"
"18657,9162,""A15-A34"",""W"",2022-03-05,2022-03-03,1,0,-9,0,22,0,22"
"18658,9162,""A35-A59"",""W"",2022-03-05,2022-03-03,1,0,-9,0,24,0,24"
"18659,9162,""A60-A79"",""W"",2022-03-12,2022-03-03,1,0,-9,0,1,0,1"
"18660,9162,""A15-A34"",""W"",2022-03-11,2022-03-03,1,0,-9,0,3,0,3"
"18661,9162,""A35-A59"",""W"",2022-03-04,2022-03-03,1,0,-9,0,22,0,22"
"18662,9162,""A60-A79"",""W"",2022-03-02,2022-03-03,1,0,-9,0,1,0,1"
"18663,9162,""A80+"",""W"",2022-03-15,2022-03-03,1,0,-9,0,1,0,1"
"18664,9162,""A15-A34"",""W"",2022-03-10,2022-03-03,1,0,-9,0,3,0,3"
"18665,9162,""A05-A14"",""W"",2022-03-10,2022-03-03,1,0,-9,0,2,0,2"
"18666,9162,""A60-A79"",""W"",2022-03-09,2022-03-03,1,0,-9,0,1,0,1"
"18667,9162,""A60-A79"",""W"",2022-03-10,2022-03-03,1,0,-9,0,1,0,1"
"18668,9162,""A60-A79"",""W"",2022-03-08,2022-03-03,1,0,-9,0,3,0,3"
"18669,9162,""A05-A14"",""W"",2022-03-07,2022-03-03,1,0,-9,0,6,0,6"
"18670,9162,""A35-A59"",""W"",2022-03-10,2022-03-03,1,0,-9,0,14,0,14"
"18671,9162,""A05-A14"",""W"",2022-03-12,2022-03-03,1,0,-9,0,1,0,1"
"18672,9162,""A35-A59"",""W"",2022-03-07,2022-03-03,1,0,-9,0,33,0,33"
"18673,9162,""A60-A79"",""W"",2022-03-06,2022-03-03,1,0,-9,0,9,0,9"
"18674,9162,""A15-A34"",""W"",2022-03-09,2022-03-03,1,0,-9,0,14,0,14"
"18675,9162,""A15-A34"",""W"",2022-03-13,2022-03-03,1,0,-9,0,2,0,2"
"18676,9162,""A00-A04"",""W"",2022-03-07,2022-03-03,1,0,-9,0,3,0,3"
"18677,9162,""A15-A34"",""W"",2022-03-07,2022-03-03,1,0,-9,0,31,0,31"
"18678,9162,""A15-A34"",""W"",2022-03-12,2022-03-03,1,0,-9,0,3,0,3"
"18679,9162,""A35-A59"",""W"",2022-03-14,2022-03-03,1,0,-9,0,1,0,1"
"18680,9162,""A00-A04"",""W"",2022-03-09,2022-03-03,1,0,-9,0,1,0,1"
"18681,9162,""A15-A34"",""W"",2022-03-08,2022-03-03,1,0,-9,0,22,0,22"
"18682,9162,""A00-A04"",""W"",2022-03-04,2022-03-03,1,0,-9,0,3,0,3"
"18683,9162,""A00-A04"",""W"",2022-03-05,2022-03-03,1,0,-9,0,2,0,2"
"18684,9162,""A05-A14"",""W"",2022-03-04,2022-03-03,1,0,-9,0,2,0,2"
"18685,9162,""A05-A14"",""W"",2022-03-06,2022-03-03,1,0,-9,0,12,0,12"
"18686,9162,""A00-A04"",""W"",2022-03-06,2022-03-03,1,0,-9,0,3,0,3"
"18687,9162,""A80+"",""W"",2022-03-09,2022-03-03,1,0,-9,0,1,0,1"
"18688,9162,""A80+"",""W"",2022-03-03,2022-03-03,1,0,-9,0,1,0,1"
"18689,9162,""A35-A59"",""W"",2022-03-03,2022-03-03,1,0,-9,0,7,0,7"
"18690,9162,""A05-A14"",""W"",2022-03-08,2022-03-03,1,0,-9,0,7,0,7"
"18691,9162,""A60-A79"",""W"",2022-03-05,2022-03-03,1,0,-9,0,2,0,2"
"18692,9162,""A00-A04"",""W"",2022-03-04,2022-03-04,0,0,-9,0,36,0,36"
"18693,9162,""A05-A14"",""W"",2022-03-04,2022-03-04,0,0,-9,0,80,0,80"
"18694,9162,""A80+"",""W"",2022-03-04,2022-03-04,0,0,-9,0,42,0,42"
"18695,9162,""A35-A59"",""W"",2022-03-04,2022-03-04,0,0,-9,0,348,0,348"
"18696,9162,""A15-A34"",""W"",2022-03-04,2022-03-04,0,0,-9,0,407,0,407"
"18697,9162,""A60-A79"",""W"",2022-03-04,2022-03-04,0,0,-9,0,91,0,91"
"18698,9162,""A60-A79"",""W"",2022-03-04,2022-03-04,0,0,0,-9,1,1,0"
"18699,9162,""A80+"",""W"",2022-03-13,2022-03-04,1,0,-9,0,1,0,1"
"18700,9162,""A05-A14"",""W"",2022-03-04,2022-03-04,1,0,-9,0,1,0,1"
"18701,9162,""A15-A34"",""W"",2022-03-05,2022-03-04,1,0,-9,0,16,0,16"
"18702,9162,""A15-A34"",""W"",2022-03-15,2022-03-04,1,0,-9,0,1,0,1"
"18703,9162,""A15-A34"",""W"",2022-03-17,2022-03-04,1,0,-9,0,1,0,1"
"18704,9162,""A60-A79"",""W"",2022-03-11,2022-03-04,1,0,-9,0,1,0,1"
"18705,9162,""A15-A34"",""W"",2022-03-08,2022-03-04,1,0,-9,0,46,0,46"
"18706,9162,""A60-A79"",""W"",2022-03-07,2022-03-04,1,0,-9,0,6,0,6"
"18707,9162,""A35-A59"",""W"",2022-03-06,2022-03-04,1,0,-9,0,31,0,31"
"18708,9162,""A15-A34"",""W"",2022-03-04,2022-03-04,1,0,-9,0,4,0,4"
"18709,9162,""A35-A59"",""W"",2022-03-10,2022-03-04,1,0,-9,0,12,0,12"
"18710,9162,""A15-A34"",""W"",2022-03-30,2022-03-04,1,0,-9,0,1,0,1"
"18711,9162,""A80+"",""W"",2022-03-07,2022-03-04,1,0,-9,0,2,0,2"
"18712,9162,""A05-A14"",""W"",2022-03-09,2022-03-04,1,0,-9,0,2,0,2"
"18713,9162,""A15-A34"",""W"",2022-03-06,2022-03-04,1,0,-9,0,28,0,28"
"18714,9162,""A35-A59"",""W"",2022-03-05,2022-03-04,1,0,-9,0,23,0,23"
"18715,9162,""A35-A59"",""W"",2022-03-04,2022-03-04,1,0,-9,0,5,0,5"
"18716,9162,""A35-A59"",""W"",2022-03-13,2022-03-04,1,0,-9,0,2,0,2"
"18717,9162,""A35-A59"",""W"",2022-03-16,2022-03-04,1,0,-9,0,1,0,1"
"18718,9162,""A00-A04"",""W"",2022-03-09,2022-03-04,1,0,-9,0,2,0,2"
